市场,代码,名称,东财一级行业,东财细分行业,证监会行业,注册/登记地址,办公地址,区/园区,港股通,口径
A股,002724,海洋王,家电,照明设备-照明设备,制造业-电气机械和器材制造业,深圳市光明区光明街道东周社区聚丰路1601号海洋王科技楼B栋一层,深圳市光明区光明街道东周社区聚丰路1601号海洋王科技楼,光明区,,注册地在深圳
A股,002733,雄韬股份,电气设备,电源设备-储能设备,制造业-电气机械和器材制造业,深圳市大鹏新区大鹏街道同富工业区雄韬科技园办公楼、1#、2#、3#、8#厂房及9#厂房南栋1至5层,深圳市大鹏新区大鹏街道同富工业区雄韬科技园办公楼,大鹏新区,,注册地在深圳
A股,002735,王子新材,轻工制造,造纸印刷-包装印刷,制造业-橡胶和塑料制品业,深圳市龙华区龙华街道奋进路4号王子工业园,广东省深圳市龙华区龙华街道奋进路4号王子工业园,龙华区,,注册地在深圳
A股,002763,汇洁股份,纺织服装,服装家纺-服装,制造业-纺织服装、服饰业,深圳市福田区沙头街道天安社区泰然四路85号泰然立城B座401-610(4-6层),深圳市福田区沙头街道天安社区泰然四路85号泰然立城B座401-610(4-6层),福田区,,注册地在深圳
A股,002766,索菱股份,交运设备,汽车-汽车零部件,制造业-计算机、通信和其他电子设备制造业,深圳市南山区粤海街道海珠社区海德一道88号中洲控股金融中心B栋34M02,深圳市南山区粤海街道海珠社区海德一道88号中洲控股金融中心B栋3507,南山区,,注册地在深圳
A股,002782,可立克,电子设备,电子设备制造-电子设备制造,制造业-计算机、通信和其他电子设备制造业,深圳市宝安区福海街道新田社区正中工业厂区厂房7栋7栋2层,深圳市宝安区福海街道新田社区正中工业厂区厂房7栋2层,宝安区,,注册地在深圳
A股,002786,银宝山新,机械设备,专用设备-其他专用机械,制造业-专用设备制造业,深圳市宝安区石岩街道官田社区宝石东路塘坑路口东1号603/606,深圳市宝安区石岩街道官田社区宝石东路塘坑路口东1号603室/606室,宝安区,,注册地在深圳
A股,002789,*ST建艺,建筑,装修装饰-装修装饰,建筑业-建筑装饰、装修和其他建筑业,深圳市福田区福保街道福保社区槟榔道8号建艺集团六层,深圳市福田区福保街道福保社区槟榔道8号建艺集团,福田区,,注册地在深圳
A股,002811,郑中设计,休闲、生活及专业服务,专业服务-建筑装饰设计,科学研究和技术服务业-专业技术服务业,深圳市福田区中心区益田路与福华路交汇处卓越时代广场4B01、4B02,广东省深圳市福田区中心区益田路与福华路交汇处卓越时代广场4B01、4B02,福田区,,注册地在深圳
A股,002813,路畅科技,交运设备,汽车-汽车零部件,制造业-计算机、通信和其他电子设备制造业,深圳市南山区海天一路11号5栋C座8楼、9楼,深圳市南山区海天一路11号5栋C座9楼,南山区,,注册地在深圳
A股,002815,崇达技术,电子设备,电子元件-电子元件,制造业-计算机、通信和其他电子设备制造业,深圳市光明区凤凰街道东坑社区科能路(南延伸段)808号崇达大厦19层,深圳市光明区凤凰街道东坑社区科能路(南延伸段)808号崇达大厦,光明区,,注册地在深圳
A股,002816,*ST和科,机械设备,通用设备-其他通用机械,制造业-通用设备制造业,深圳市龙华区大浪街道浪口社区华荣路294号和科达工业园2栋1层-3层,深圳市龙华区大浪街道浪口社区华荣路294号和科达工业园2栋1层-3层,龙华区,,注册地在深圳
A股,002822,ST中装,商贸零售,商业物业经营-一般物业经营,建筑业-建筑装饰、装修和其他建筑业,深圳市罗湖区桂园街道人民桥社区和平路3001号鸿隆世纪广场401-421、A座501-505。(仅限办公),深圳市罗湖区深南东路4002号鸿隆世纪广场四-五层(仅限办公),罗湖区,,注册地在深圳
A股,002823,凯中精密,电气设备,电机-电机,制造业-电气机械和器材制造业,深圳市坪山区龙田街道规划四路1号,广东省深圳市坪山区龙田街道规划四路1号,坪山区,,注册地在深圳
A股,002830,名雕股份,建筑,装修装饰-装修装饰,建筑业-建筑装饰、装修和其他建筑业,深圳市罗湖区笋岗梨园路8号HALO广场(笋岗3号仓库整栋)3层15-16室,广东省深圳市宝安区兴华路南侧龙光世纪大厦1栋2-36、37、38、39、40,罗湖区,,注册地在深圳
A股,002831,裕同科技,轻工制造,造纸印刷-包装印刷,制造业-造纸和纸制品业,深圳市宝安区石岩街道石龙社区石环路1号办公楼三层、厂房D一层、厂房E一层,广东省深圳市宝安区石岩街道水田社区石环路1号,宝安区,,注册地在深圳
A股,002835,同为股份,信息技术,计算机硬件-专用计算机设备,制造业-计算机、通信和其他电子设备制造业,深圳市南山区粤海街道深圳湾科技生态园9栋B4座23楼,广东省深圳市南山区深圳湾科技生态园9栋B4座23楼,南山区,,注册地在深圳
A股,002837,英维克,机械设备,专用设备-其他专用机械,制造业-专用设备制造业,深圳市龙华区观澜街道观光路1303号鸿信工业园9号厂房1-3楼,广东省深圳市龙华区观澜街道观光路1303号鸿信工业园9号厂房1-3楼,龙华区,,注册地在深圳
A股,002845,同兴达,电子设备,电子器件-显示器件,制造业-计算机、通信和其他电子设备制造业,深圳市龙华区观湖街道鹭湖社区澜清一路3号荣超新时代广场B座1801-2118,深圳市龙华区观湖街道鹭湖社区澜清一路3号荣超新时代广场B座18-21层,龙华区,,注册地在深圳
A股,002850,科达利,机械设备,金属制品-金属制品,制造业-金属制品业,深圳市龙华区大浪街道同胜社区中建科技厂区厂房一1层,深圳市南山区科技南路16号深圳湾科技生态园11栋A座27层,龙华区,,注册地在深圳
A股,002851,麦格米特,电气设备,其他电气设备-其他电气设备,制造业-电气机械和器材制造业,深圳市南山区高新区北区朗山路13号清华紫光科技园5层A、B、C501-503、D、E,深圳市南山区高新区北区朗山路13号清华紫光科技园5层A;B;C501-C503;D;E,南山区,,注册地在深圳
A股,002856,*ST美芝,建筑,装修装饰-装修装饰,建筑业-建筑装饰、装修和其他建筑业,深圳市福田区梅林街道梅丰社区梅秀路2号深华科技园厂房1栋401,深圳市福田区梅林街道梅丰社区梅秀路2号深华科技园厂房1栋401,福田区,,注册地在深圳
A股,002867,周大生,轻工制造,珠宝首饰-珠宝首饰,批发和零售业-批发业,深圳市罗湖区翠竹街道布心路3033号水贝壹号A座19-23楼,深圳市罗湖区翠竹街道布心路3033号水贝壹号A座19-23楼,罗湖区,,注册地在深圳
A股,002869,金溢科技,电子设备,电子设备制造-电子设备制造,制造业-计算机、通信和其他电子设备制造业,深圳市南山区粤海街道高新区社区科技南路16号深圳湾科技生态园11栋A1901-08号、A2001-08号,深圳市南山区粤海街道高新区社区科技南路16号深圳湾科技生态园11栋A1901-08号、A2001-08号,南山区,,注册地在深圳
A股,002875,安奈儿,纺织服装,服装家纺-服装,制造业-纺织服装、服饰业,深圳市龙岗区坂田街道雪岗路2018号天安云谷产业园一期3栋A座13-17楼,广东省深圳市龙岗区坂田街道雪岗路2018号天安云谷产业园一期3栋A座13-17楼,龙岗区,,注册地在深圳
A股,002876,三利谱,电子设备,电子器件-显示器件,制造业-计算机、通信和其他电子设备制造业,深圳市光明新区公明办事处楼村社区第二工业区同富一路5号第1-9栋,广东省深圳市光明新区公明办事处楼村社区第二工业区同富一路5号第1-9栋,光明新区,,注册地在深圳
A股,002880,卫光生物,医药生物,生物医药-生物医药,制造业-医药制造业,深圳市光明区光明街道碧眼社区光侨大道3402号办公楼一层,深圳市光明区光明街道碧眼社区光侨大道3402号,光明区,,注册地在深圳
A股,002881,美格智能,信息技术,通信设备-通信传输设备,制造业-计算机、通信和其他电子设备制造业,深圳市宝安区福永街道凤凰社区岭下路5号办公楼2层,深圳市福田区深南大道1006号深圳国际创新中心B栋三十二层,宝安区,,注册地在深圳
A股,002882,金龙羽,电气设备,输变电设备-电线电缆,制造业-电气机械和器材制造业,深圳市龙岗区吉华街道吉华路288号金龙羽工业园,"深圳市龙岗区吉华街道吉华路288号金龙羽工业园,广东省深圳市龙岗区坂田街道五和大道118号和成世纪名园3A21楼",龙岗区,,注册地在深圳
A股,002885,京泉华,电子设备,电子器件-其他电子器件,制造业-计算机、通信和其他电子设备制造业,深圳市龙华新观澜街道桂月路325号京泉华工业园,深圳市龙岗区坪地街道坪桥路10号京泉华科技产业园,—,,注册地在深圳
A股,002886,沃特股份,基础化工,化学制品-塑料制品,制造业-橡胶和塑料制品业,深圳市南山区西丽街道西丽社区留新四路万科云城三期C区九栋B座3101房(国际创新谷7栋B座3101房),深圳市南山区西丽街道西丽社区留新四路万科云城三期C区九栋B座3101房(国际创新谷7栋B座3101房),南山区,,注册地在深圳
A股,002889,东方嘉盛,交通运输,物流-物流,租赁和商务服务业-商务服务业,广东省深圳市前海深港合作区南山街道自贸西街151号招商局前海经贸中心一期A座1201-1,深圳市福田保税区市花路10号东方嘉盛大厦6楼,前海深港合作区,,注册地在深圳
A股,002912,中新赛克,信息技术,计算机软件-行业应用软件,信息传输、软件和信息技术服务业-软件和信息技术服务业,深圳市南山区粤海街道高新区社区高新南七道20号深圳国家工程实验室大楼A1403,深圳市南山区粤海街道高新区社区高新南七道20号深圳国家工程实验室大楼A1403,南山区,,注册地在深圳
A股,002916,深南电路,电子设备,电子元件-电子元件,制造业-计算机、通信和其他电子设备制造业,深圳市龙岗区坪地街道盐龙大道1639号(一照多址企业),深圳市龙岗区坪地街道盐龙大道1639号,龙岗区,,注册地在深圳
A股,002917,金奥博,基础化工,化学制品-民爆用品,制造业-化学原料和化学制品制造业,深圳市南山区粤海街道滨海社区高新南十道63号高新区联合总部大厦33层,深圳市南山区粤海街道滨海社区高新南十道63号高新区联合总部大厦33层,南山区,,注册地在深圳
A股,002938,鹏鼎控股,电子设备,电子元件-电子元件,制造业-计算机、通信和其他电子设备制造业,广东省深圳市宝安区新安街道海滨社区海秀路2038号鹏鼎时代大厦A座27层,深圳市宝安区新安街道海滨社区海秀路2038号鹏鼎时代大厦A座27层,宝安区,,注册地在深圳
A股,002949,华阳国际,休闲、生活及专业服务,专业服务-建筑装饰设计,科学研究和技术服务业-专业技术服务业,深圳市龙华区民治街道北站社区龙华设计产业园总部大厦3栋101,深圳市龙华区民治街道北站社区龙华设计产业园总部大厦3栋,龙华区,,注册地在深圳
A股,002955,鸿合科技,电子设备,电子器件-显示器件,制造业-计算机、通信和其他电子设备制造业,深圳市坪山区坑梓街道沙田社区丹梓北路1号鸿合大厦1栋B座101,北京市朝阳区北辰东路8号院北辰时代大厦9层,坪山区,,注册地在深圳
A股,002957,科瑞技术,机械设备,通用设备-其他通用机械,制造业-专用设备制造业,深圳市光明区玉塘街道田寮社区光侨路科瑞智造产业园瑞明大厦A塔20层,深圳市光明区玉塘街道田寮社区光侨路科瑞智造产业园瑞明大厦A塔20层,光明区,,注册地在深圳
